DATAFLOW,FREQ,REF_AREA,ITEM,COVERAGE_GEO,COVERAGE_POP,SEASONAL_ADJUST,IND_TYPE,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_COMMENT,UNIT_MULT,BASE_PER,TIME_FORMAT,DECIMALS
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2017-Q1,7.179161372,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2017-Q2,5.275637226,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2017-Q3,7.16966967,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2017-Q4,4.483362522,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2018-Q1,2.078444519,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2018-Q2,5.812807882,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2018-Q3,6.440099317,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2018-Q4,1.44335909,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP02,_T,_T,N,RA,G1,2019-Q1,1.552170164,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2012-Q1,94.53333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2012-Q2,94.86666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2012-Q3,95.83333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2012-Q4,96.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2013-Q1,96.96666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2013-Q2,98.13333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2013-Q3,98.5,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2013-Q4,99.56666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2014-Q1,99.5,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2014-Q2,99.83333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2014-Q3,100.7333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2014-Q4,99.93333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2015-Q1,101.1,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2015-Q2,102.2333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2015-Q3,102.6,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2015-Q4,102.5333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2016-Q1,102,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2016-Q2,104.2333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2016-Q3,103.5333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2016-Q4,103.4,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2017-Q1,103.5333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2017-Q2,103.8,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2017-Q3,103.1333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2017-Q4,103.6333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2018-Q1,103.9,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2018-Q2,104.2333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2018-Q3,104.0333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2018-Q4,104.2666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,IX,N,2019-Q1,104.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2013-Q1,2.574047955,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2013-Q2,3.443429375,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2013-Q3,2.782608696,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2013-Q4,3.392177224,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2014-Q1,2.612581643,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2014-Q2,1.732336957,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2014-Q3,2.267343486,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2014-Q4,0.368262471,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2015-Q1,1.608040201,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2015-Q2,2.404006678,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2015-Q3,1.853077432,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2015-Q4,2.60173449,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2016-Q1,0.890207715,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2016-Q2,1.956309097,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2016-Q3,0.909681611,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2016-Q4,0.845253576,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2017-Q1,1.503267974,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2017-Q2,-0.41573393,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2017-Q3,-0.386349002,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2017-Q4,0.225660864,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2018-Q1,0.354153252,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2018-Q2,0.417469493,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2018-Q3,0.872656755,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2018-Q4,0.61112898,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,GY,2019-Q1,0.384985563,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2012-Q2,0.352609309,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2012-Q3,1.018973999,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2012-Q4,0.486956522,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2013-Q1,0.692281066,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2013-Q2,1.203162599,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2013-Q3,0.373641304,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2013-Q4,1.082910321,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2014-Q1,-0.066956813,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2014-Q2,0.335008375,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2014-Q3,0.901502504,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2014-Q4,-0.794176042,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2015-Q1,1.167444963,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2015-Q2,1.121002308,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2015-Q3,0.358656668,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2015-Q4,-0.064977258,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2016-Q1,-0.520156047,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2016-Q2,2.189542484,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2016-Q3,-0.671570195,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2016-Q4,-0.128783001,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2017-Q1,0.128949065,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2017-Q2,0.257566001,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2017-Q3,-0.642260758,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2017-Q4,0.484809308,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2018-Q1,0.257317465,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2018-Q2,0.320821303,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2018-Q3,-0.191877199,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2018-Q4,0.224287087,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP03,_T,_T,N,RA,G1,2019-Q1,0.031969309,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2012-Q1,97.9,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2012-Q2,100.2,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2012-Q3,99.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2012-Q4,99.1,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2013-Q1,100.2,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2013-Q2,100,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2013-Q3,99.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2013-Q4,99.86666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2014-Q1,100,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2014-Q2,100.9333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2014-Q3,99.86666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2014-Q4,99.23333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2015-Q1,97.9,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2015-Q2,94.8,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2015-Q3,95.2,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2015-Q4,94.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2016-Q1,92.4,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2016-Q2,89.6,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2016-Q3,90.6,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2016-Q4,90.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2017-Q1,91.8,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2017-Q2,93.6,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2017-Q3,92.4,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2017-Q4,92.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2018-Q1,94.5,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2018-Q2,93.7,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2018-Q3,94.5,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2018-Q4,95.03333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,IX,N,2019-Q1,94.9,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2013-Q1,2.349336057,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2013-Q2,-0.199600798,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2013-Q3,0,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2013-Q4,0.773629331,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2014-Q1,-0.199600798,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2014-Q2,0.933333333,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2014-Q3,0.570661296,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2014-Q4,-0.634178905,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2015-Q1,-2.1,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2015-Q2,-6.07661823,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2015-Q3,-4.672897196,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2015-Q4,-4.971447766,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2016-Q1,-5.617977528,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2016-Q2,-5.485232068,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2016-Q3,-4.831932773,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2016-Q4,-4.241781548,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2017-Q1,-0.649350649,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2017-Q2,4.464285714,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2017-Q3,1.986754967,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2017-Q4,2.214839424,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2018-Q1,2.941176471,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2018-Q2,0.106837607,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2018-Q3,2.272727273,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2018-Q4,2.961357891,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,GY,2019-Q1,0.423280423,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2012-Q2,2.349336057,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2012-Q3,-0.898203593,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2012-Q4,-0.201409869,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2013-Q1,1.109989909,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2013-Q2,-0.199600798,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2013-Q3,-0.7,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2013-Q4,0.570661296,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2014-Q1,0.133511348,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2014-Q2,0.933333333,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2014-Q3,-1.05680317,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2014-Q4,-0.634178905,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2015-Q1,-1.343634531,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2015-Q2,-3.166496425,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2015-Q3,0.421940928,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2015-Q4,-0.945378151,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2016-Q1,-2.014846235,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2016-Q2,-3.03030303,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2016-Q3,1.116071429,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2016-Q4,-0.331125828,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2017-Q1,1.661129568,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2017-Q2,1.960784314,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2017-Q3,-1.282051282,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2017-Q4,-0.108225108,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2018-Q1,2.383531961,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2018-Q2,-0.846560847,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2018-Q3,0.853788687,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2018-Q4,0.564373898,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP04,_T,_T,N,RA,G1,2019-Q1,-0.140301649,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2012-Q1,95.96666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2012-Q2,96.73333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2012-Q3,96.93333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2012-Q4,96.16666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2013-Q1,95.56666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2013-Q2,95.26666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2013-Q3,95.6,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2013-Q4,97.6,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2014-Q1,99.46666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2014-Q2,100.1,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2014-Q3,100.6333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2014-Q4,99.8,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2015-Q1,99.9,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2015-Q2,99.96666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2015-Q3,100.8333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2015-Q4,100.6666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2016-Q1,98.93333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2016-Q2,100.1333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2016-Q3,100.3666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2016-Q4,100.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2017-Q1,101.4333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2017-Q2,101.0333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2017-Q3,100.8,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2017-Q4,99.73333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2018-Q1,99.73333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2018-Q2,100.3,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2018-Q3,100.9,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2018-Q4,100.9666667,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,IX,N,2019-Q1,101.2333333,A,,-2,2014,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,RA,GY,2013-Q1,-0.416811393,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,RA,GY,2013-Q2,-1.516195727,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,RA,GY,2013-Q3,-1.375515818,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,RA,GY,2013-Q4,1.490467938,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,RA,GY,2014-Q1,4.080920823,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,RA,GY,2014-Q2,5.073477957,A,,-2,,P3M,1
SPC:DF_CPI(1.0),Q,FJ,CP05,_T,_T,N,RA,GY,2014-Q3,5.264993026,A,,-2,,P3M,1
