DATAFLOW,FREQ,REF_AREA,ITEM,COVERAGE_GEO,COVERAGE_POP,SEASONAL_ADJUST,IND_TYPE,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_COMMENT,UNIT_MULT,BASE_PER,TIME_FORMAT,DECIMALS
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2016-08,-1.498501499,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2016-09,-1.498501499,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2016-10,-1.498501499,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2016-11,-1.598401598,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2016-12,-1.696606786,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-01,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-02,-0.203045685,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-03,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-04,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-05,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-06,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-07,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-08,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-09,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-10,-0.304259635,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-11,-0.203045685,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2017-12,-0.203045685,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-01,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-02,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-03,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-04,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-05,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-06,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-07,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-08,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-09,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-10,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-11,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2018-12,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2019-01,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2019-02,-15.24390244,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,GY,2019-03,-15.24390244,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-02,0.100200401,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-03,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-04,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-05,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-06,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-07,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-08,0.1001001,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-09,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-10,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-11,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2012-12,-0.1,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-01,-0.1001001,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-02,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-03,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-04,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-05,0.100200401,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-06,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-07,0.1001001,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-08,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-09,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-10,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-11,-0.1,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2013-12,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-01,0.2002002,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-02,-0.0999001,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-03,-0.2,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-04,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-05,0.100200401,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-06,0.1001001,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-07,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-08,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-09,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-10,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-11,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2014-12,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-01,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-02,0.1,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-03,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-04,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-05,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-06,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-07,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-08,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-09,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-10,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-11,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2015-12,0.0999001,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-01,-1.596806387,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-02,-0.101419878,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-03,0.101522843,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-04,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-05,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-06,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-07,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-08,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-09,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-10,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-11,-0.101419878,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2016-12,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-01,-0.203045685,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-02,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-03,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-04,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-05,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-06,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-07,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-08,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-09,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-10,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-11,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2017-12,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-01,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-02,0.1017294,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-03,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-04,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-05,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-06,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-07,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-08,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-09,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-10,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-11,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2018-12,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2019-01,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2019-02,-15.24390244,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP08,_T,_T,N,RA,G1,2019-03,0,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-01,91.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-02,91.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-03,91.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-04,91.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-05,91.2,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-06,91.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-07,91.3,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-08,91.2,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-09,91.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-10,92.2,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-11,92.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2012-12,92.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-01,93.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-02,93.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-03,93.3,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-04,94.2,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-05,94.8,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-06,97.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-07,97.2,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-08,98,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-09,100.1,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-10,99.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-11,100.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2013-12,99.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-01,100.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-02,100.8,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-03,100.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-04,101,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-05,101,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-06,99.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-07,99.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-08,99.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-09,99.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-10,99.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-11,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2014-12,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-01,102.2,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-02,101.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-03,100.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-04,100.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-05,100.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-06,100.1,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-07,99.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-08,99.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-09,100,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-10,100.1,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-11,100.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2015-12,100.8,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-01,98.3,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-02,98.3,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-03,98.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-04,98.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-05,98.8,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-06,99.1,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-07,100.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-08,99.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-09,99.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-10,99.2,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-11,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2016-12,98.3,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-01,98.1,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-02,98.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-03,98.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-04,98.4,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-05,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-06,98.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-07,98.5,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-08,98.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-09,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-10,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-11,98.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2017-12,98.7,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-01,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-02,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-03,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-04,98.6,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-05,98.8,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-06,98.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-07,98.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-08,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-09,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-10,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-11,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2018-12,98.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2019-01,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2019-02,98.9,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,IX,N,2019-03,99,A,,-2,2016-Q4,P1Y,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-01,2.407002188,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-02,2.18579235,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-03,2.078774617,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-04,3.06345733,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-05,3.947368421,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-06,6.892778993,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-07,6.462212486,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-08,7.456140351,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-09,8.922742111,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-10,8.351409978,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-11,8.531317495,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2013-12,7.551240561,A,,-2,,P1M,1
SPC:DF_CPI(1.0),M,FJ,CP09,_T,_T,N,RA,GY,2014-01,7.478632479,A,,-2,,P1M,1
